Yelp URL,Name,Street Address,Zip Code,City,State,Price Range,Phone,Rating,Number of Reviews,Website,Menu Link,Image 1,Image 2,Image 3,Category 1,Category 2,Category 3
https://www.yelp.com/biz/local-coffee-bar-chino-hills-4,Local Coffee Bar,15871 Pomona RinconRd Ste 100,91709,Chino Hills,CA,,(909) 479-1883,4.5,61,www.localcoffeebar.com,www.localcoffeebar.com/coffee,https://s3-media0.fl.yelpcdn.com/bphoto/a_7piksSWbsS4xX97rYDIw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/UNrAusnk6gh39z2dLS7oOw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/VkaR4TN_uwW3nu1rMvwofA/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/kaffeine-alley-anaheim,Kaffeine Alley,6312 E Santa Ana Canyon Rd ,92807,Anaheim,CA,$,(714) 202-5731,4.5,318,www.kaffeinealley.com,kaffeinealley.com/menu/,https://s3-media0.fl.yelpcdn.com/bphoto/sbTDXyiW6aEmCzWIQd2uGQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Q_wgrgx25tCRzQC-da8B6w/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/NaopGnY0O3gkZPGgZhlL0Q/l.jpg,Coffee & Tea,Bubble Tea,Sandwiches
https://www.yelp.com/biz/the-night-owl-fullerton,The Night Owl,200 N Harbor Blvd ,92832,Fullerton,CA,$$,(714) 525-0305,4,921,www.tnofullerton.com,www.tnofullerton.com/coffee,https://s3-media0.fl.yelpcdn.com/bphoto/b5DqpnTI10QwPGT5zOc9xA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/HuX_dr6kTtg-VA9JWn7A4w/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Yatps84mNBnF0WGS_uEXOw/l.jpg,Coffee & Tea,Juice Bars & Smoothies,Patisserie/Cake Shop
https://www.yelp.com/biz/play-coffee-fullerton,PLAY Coffee,128 W Commonwealth Ave ,92832,Fullerton,CA,$$,,4.5,180,www.drinkplaycoffee.com,,https://s3-media0.fl.yelpcdn.com/bphoto/m0HNvh_O2HQtGxjBsDZRew/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/lZfjMi35iqjlKa5G1oEeaQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/d6-C9zwtUpiHw2QdfbZ7dQ/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/smoking-tiger-coffee-lab-fullerton,Smoking Tiger Coffee Lab,106 W Wilshire ,92832,Fullerton,CA,$$,(714) 770-0165,4.5,159,,,https://s3-media0.fl.yelpcdn.com/bphoto/_hA1UIzC62OFoBlnDVaxbQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/9b1xMxr9VXoaYlMx_i7qFQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/AVV7tNV9Os0u2El7fdSKvw/l.jpg,Coffee & Tea,Bakeries,
https://www.yelp.com/biz/rad-coffee-upland,Rad Coffee,232 N 2nd Ave ,91786,Upland,CA,$$,(909) 920-0788,4.5,1467,www.radcoffee.com,,https://s3-media0.fl.yelpcdn.com/bphoto/kynMfCX-WP7hMmd0G2I-Eg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/mo7AzzEX28YKPjHzvHmb4g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/OgIazVuMvWBrTYc2TbYKGw/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/coffee-code-espresso-bar-fullerton-2,Coffee Code Espresso Bar,1030 Rosecrans Ave ,92833,Fullerton,CA,$,(714) 992-2275,4.5,499,www.coffeecodeusa.com,,https://s3-media0.fl.yelpcdn.com/bphoto/AzuuPi3ffyxObebeT8EL9w/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Q_eZ30kUSyDrZiM2v28pKQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/4KErnrOfLurNcPNfA1j3iA/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/made-coffee-fullerton,MADE Coffee,107 W Amerige Ave ,92832,Fullerton,CA,$$,(714) 519-3844,4.5,406,made-coffee.com,made-coffee.com,https://s3-media0.fl.yelpcdn.com/bphoto/wrLRk4v8XmAoqYMBN0Xpbw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/H_cq3zL7KaQ37Wl7vlmwCg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/4IJJyiVL9JR7ujjUTw4nJw/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/perking-house-coffee-yorba-linda,Perking House Coffee,18200 Yorba Linda Blvd ,92866,Yorba Linda,CA,,(657) 373-0880,4,2,,,https://s3-media0.fl.yelpcdn.com/bphoto/SwtcSOl9KwO1XUbnXfDBpQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/IHj202h12A1IZs-vB1A1ww/l.jpg,,Coffee & Tea,,
https://www.yelp.com/biz/downtown-donuts-and-coffee-brea,Downtown Donuts & Coffee,260 W Birch St Ste D4,92821,Brea,CA,$,(657) 667-8190,4,93,,,https://s3-media0.fl.yelpcdn.com/bphoto/9pd5acnCRb_bfFh8nQ5mag/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/-J6eLAwMz10W8MRNTrbRJw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ExrhwMBX5u2zAxpfEjhQuA/l.jpg,Donuts,Coffee & Tea,Breakfast & Brunch
https://www.yelp.com/biz/philz-coffee-fullerton-3,Philz Coffee,520 N State College Blvd ,92831,Fullerton,CA,$,(714) 888-3173,4.5,619,philzcoffee.com,,https://s3-media0.fl.yelpcdn.com/bphoto/WJ8qWMQERsF6TW4lrEFUag/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/QeMC7Z7Gg3vxL32BTgqnag/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/7Yuth70h2sPb7HGJUO-W4Q/l.jpg,Coffee & Tea,Breakfast & Brunch,
https://www.yelp.com/biz/coffee-and-more-diamond-bar,Coffee & More,21080 Golden Springs Dr Hannam Market World,91789,Diamond Bar,CA,,(213) 219-6513,5,26,,,https://s3-media0.fl.yelpcdn.com/bphoto/ISV64N5MVRna69jCbJ0qpQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/IIeZF63-V0h5c4LSa8eyIQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/yPHhJwnNu-5EtJamXeHzDA/l.jpg,Coffee & Tea,Juice Bars & Smoothies,
https://www.yelp.com/biz/able-coffee-roasters-fullerton,Able Coffee Roasters,2736 Nutwood Ave Ste D,92831,Fullerton,CA,$$,,4.5,154,Www.theableworkers.com,,https://s3-media0.fl.yelpcdn.com/bphoto/1iCDPHntzxUK3y3V6qI9JQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/SRtH0ZWtFc2DINgOERwsdQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/dhgnCDLpdJvbfNf-T_mWpQ/l.jpg,Coffee & Tea,Coffee Roasteries,
https://www.yelp.com/biz/aroma-craft-coffee-walnut,Aroma Craft Coffee,20265 Valley Blvd Ste Q,91789,Walnut,CA,$$,(909) 869-0001,4.5,1080,www.aromacraftcoffee.com,www.aromacraftcoffee.smartonlineorder.com,https://s3-media0.fl.yelpcdn.com/bphoto/6DdcoUfDqPINHNaSwr84MQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/2LtIUGPj3V1flLiBpxEphw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/BNNn7VfhmzRSaDFxjKqvEg/l.jpg,Coffee Roasteries,Desserts,Breakfast & Brunch
https://www.yelp.com/biz/sunmerry-coffee-and-bread-brea-2,Sunmerry Coffee & Bread,955 E Birch St Ste K,92821,Brea,CA,$$,(714) 332-0003,4.5,160,,,https://s3-media0.fl.yelpcdn.com/bphoto/k4-MlcxTpONfq5-Zy1JMaA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/TqtrYw5MqjqUAimZDWkVhQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/kQTESs2kE3I1sjdKieKOXg/l.jpg,Coffee & Tea,Bakeries,Bubble Tea
https://www.yelp.com/biz/carmel-cafe-brea,Carmel Cafe,2860 E Imperial Hwy ,92821,Brea,CA,$,(714) 792-1972,5,123,carmelcafebrea.com,carmelcafebrea.com/menu,https://s3-media0.fl.yelpcdn.com/bphoto/Fo3SecKhKzdcxQOkxXN1UA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/1coZ7EAQjNi9P9GwEh8LyA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/CNrLh731iz-Ts_swRa6Qtg/l.jpg,Coffee & Tea,Breakfast & Brunch,Bakeries
https://www.yelp.com/biz/melted-vinyl-coffee-brea-2,Melted Vinyl Coffee,580 S Brea Blvd ,92821,Brea,CA,$$,(714) 485-5640,5,209,www.meltedvinyl.coffee,,https://s3-media0.fl.yelpcdn.com/bphoto/dTyCMXq93dXzAQF1tEterw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ezrnnlSJxCQEYocuF7BJOA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/wQsImxdx3T8pFbtip4p0aA/l.jpg,Coffee & Tea,Vinyl Records,
https://www.yelp.com/biz/margin-cafe-diamond-bar,Margin Cafe,1123 Grand Ave ,91765,Diamond Bar,CA,$$,(909) 655-6047,5,71,,,https://s3-media0.fl.yelpcdn.com/bphoto/Y0Ff5sXsiUaff3f92wAzkg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Zft8EAURZcQBGrMWyeKQjQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/hBQK3qLWu7Zm6A9MFFAkZQ/l.jpg,Coffee & Tea,Desserts,
https://www.yelp.com/biz/reborn-coffee-brea-brea-2,Reborn Coffee - Brea,3373 E Imperial Hwy ,92823,Brea,CA,$,(714) 983-7577,4,481,www.reborncoffee.com,,https://s3-media0.fl.yelpcdn.com/bphoto/8I4E6uQC83OyqmrgY77anA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/cQIcRgEva5k8WJQ3Txmj2w/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/n7I3tkBzFxTYI1j94tz1cA/l.jpg,Coffee & Tea,Cafes,
https://www.yelp.com/biz/caf%C3%A9-cordova-orange,Café Cordova,642 W Chapman Ave ,92866,Orange,CA,,,4,3,,,https://s3-media0.fl.yelpcdn.com/bphoto/nPpel6sZncxWJRZlUiht3A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/PkzKmmqwWuVhBsLXZ1G40w/l.jpg,,Coffee & Tea,Juice Bars & Smoothies,Pop-Up Restaurants
https://www.yelp.com/biz/sip-with-a-purpose-coffee-ontario,Sip With A Purpose Coffee,112 W B St ,91762,Ontario,CA,,(562) 209-5867,5,3,,,https://s3-media0.fl.yelpcdn.com/bphoto/beFlNqyQIVpGFfrPkWXB0A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/3MTqvEgR5W4sFgdCKf0pWQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/KgeswDJ1R-yMzGxenz3phQ/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/the-mugs-diamond-bar,The Mugs,20657 Golden Springs Dr Ste 101,91789,Diamond Bar,CA,$$,(909) 655-6103,4.5,344,www.themugsusa.com,www.themugsusa.com/menu-ordering,https://s3-media0.fl.yelpcdn.com/bphoto/gE6j73X1yvdM-zLfT8WUDg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ug0-Pl1srFuVV1Gf6KzlpQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ZhLE87L7jhc1RP9E0bL9GQ/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/carbon-canyon-coffee-brea-3,Carbon Canyon Coffee,150 Olinda Pl ,92823,Brea,CA,$$,(657) 444-9144,5,72,carboncanyoncoffee.com,carbon-canyon-coffee.square.site,https://s3-media0.fl.yelpcdn.com/bphoto/t-iuew3_Hifq7D7OSQ1Y7g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/KDkbpRrVo5FzNpRqeN8t1Q/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/mPYkYi9W9t7XtNOFuqvPyQ/l.jpg,Coffee & Tea,Breakfast & Brunch,Sandwiches
https://www.yelp.com/biz/caf%C3%A9-ahn-diamond-bar,Café AHN,3005 La Paz Ln ,91765,Diamond Bar,CA,,,5,14,,,https://s3-media0.fl.yelpcdn.com/bphoto/Z30AdvHrpqc3G0xNk2UoDw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/MH6VPyMo6SxlOgmbxmeT-Q/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/145O1qRJ0uOYcbLbTGoeww/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/grid-coffee-diamond-bar,Grid Coffee,1139 S Diamond Bar Blvd Ste B,91765,Diamond Bar,CA,$$$,(909) 551-2688,4.5,239,,,https://s3-media0.fl.yelpcdn.com/bphoto/ohgwN4nBmHpx9E2au2BxXA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/YIgxhRvcUUw0EdvCtUrEvA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/TUx2zvs6XOkNL-rYmG4S-w/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/bbs-cafe-covina,BB's Cafe,502 N Citrus Ave ,91723,Covina,CA,$$,(626) 888-4960,5,811,,,https://s3-media0.fl.yelpcdn.com/bphoto/Dm3FHetDh9M-oqi0byTnuA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/PuWJhPGhvyQpnUcOq1DboQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/xlb8ikecQRxVNaGxdQXkEA/l.jpg,Soul Food,Breakfast & Brunch,Cafes
https://www.yelp.com/biz/sc-cafe-seesaw-west-covina,SC - Cafe Seesaw,2701 S Woodgate Dr ,91792,West Covina,CA,,(323) 224-0224,5,10,seesawcommunities.org,seesawcommunities.org/our-menu/,https://s3-media0.fl.yelpcdn.com/bphoto/XlKq1ZcBYc4KuciG8GLQNA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/7WJYYmSzphcGYxMMw0LzPw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/fBpeVeKYGWANTOs4jssSkw/l.jpg,Community Service/Non-Profit,Coffee & Tea,
https://www.yelp.com/biz/the-mini-donut-haul-west-covina,The Mini Donut Haul,112 Plaza Dr ,91790,West Covina,CA,,(626) 540-9256,5,2,www.theminidonuthaul.com,,https://s3-media0.fl.yelpcdn.com/bphoto/PZg022vBItQfbstyQ1zeVg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/LzGm4gRF0uYzuEdEFJhExQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/7wsWvBgjETMjKeHzn83Slg/l.jpg,Donuts,Coffee & Tea,Ice Cream & Frozen Yogurt
https://www.yelp.com/biz/brot-coffee-orange,Brot Coffee,316 S Main St ,92868,Orange,CA,$$,(714) 602-9894,4.5,479,www.brotcoffee.com,,https://s3-media0.fl.yelpcdn.com/bphoto/srOV1Neh_0vhV1VRyThsBg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/bQFg8WKSct1r1HgEf9zTFw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Pvt4qlAJfY3KA7LQGKP19g/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/the-coffee-nest-anaheim,The Coffee Nest,2411 W La Palma Ste 103,92801,Anaheim,CA,$,(909) 336-8160,4.5,20,,,https://s3-media0.fl.yelpcdn.com/bphoto/Vn1GmTNkW6qhjSYUKG7eaw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/3_MdBEIw8zSP8R9f9J43-g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ag1kKE8cn1UPQ6Ac46awjw/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/market-house-anaheim-2,Market House,1313 Disneyland Dr ,92802,Anaheim,CA,$,(714) 781-4636,4,102,disneyland.disney.go.com/dining/disneyland/market-house//?CMP=okc-17394022_yp_dlr_dining_markethouse_na,disneyland.disney.go.com/dining/disneyland/market-house/menus/,https://s3-media0.fl.yelpcdn.com/bphoto/0GvJGETTahWOIU_EYdCehg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/hQtN5yTmLFkMD5kegx7YRA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/cF7Aij8Ag-FUvP4iOn47NQ/l.jpg,Cafes,Comfort Food,Bakeries
https://www.yelp.com/biz/green-leaves-tea-caf%C3%A9-orange,Green Leaves Tea Café,2094 North Tustin St Ste C1,92865,Orange,CA,$$,(714) 602-7631,5,249,GreenLeavesTeaCafe.com,www.greenleavesteacafe.com/new-menu,https://s3-media0.fl.yelpcdn.com/bphoto/u_cRiQTFw1knZxrAnP2Zlg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Zu8XrIdO5ONNE9jXyyBm7A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/igZVQxC3WpTfMlkFX5PuuQ/l.jpg,Bubble Tea,Coffee & Tea,
https://www.yelp.com/biz/flippoly-buena-park-2,Flippoly,6940 Beach Blvd The Source,90621,Buena Park,CA,$,(714) 606-1221,4,514,,,https://s3-media0.fl.yelpcdn.com/bphoto/uF68P8fdh5tEHALw_n5yYQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/3iqH5HDBzBUZ9VEHZEMRzQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/cRC5PwAwYqFgEBc6rFs9AA/l.jpg,Coffee & Tea,Sandwiches,
https://www.yelp.com/biz/local-fixture-whittier,Local Fixture,6728 Bright Ave ,90601,Whittier,CA,$$,(562) 945-2891,4.5,138,www.localfixture.com,,https://s3-media0.fl.yelpcdn.com/bphoto/DTVG5fl5dZkilFK6FpJqBQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ygSuyiKsNCb3PzSZqsm-Kg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/GQi2AK8Qse1-PooolL_lvw/l.jpg,Gift Shops,Women's Clothing,Coffee & Tea
https://www.yelp.com/biz/cafe-orange-garden-grove,Cafe Orange,9436 Garden Grove Blvd ,92844,Garden Grove,CA,$$,(714) 636-4778,4.5,370,,,https://s3-media0.fl.yelpcdn.com/bphoto/xYf_b7PSB5fKsut_LW_-SQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/O8ECcjwwxCc-zPK7-pByUw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Pgiz-TbeJsP5PzvovpkqfQ/l.jpg,Desserts,Bubble Tea,Cafes
https://www.yelp.com/biz/paris-baguette-west-covina-2,Paris Baguette,301 S Glendora Ave ,91790,West Covina,CA,$$,(626) 322-0404,3.5,46,www.parisbaguette.com,parisbaguette.com/menu/,https://s3-media0.fl.yelpcdn.com/bphoto/0_v9eYmD2L4LA5EapoZsXw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/toI6ZXLff1cIkobssxUL7g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/T8ywnpJuyUtOmNimk7cV0g/l.jpg,Coffee & Tea,Bakeries,Patisserie/Cake Shop
https://www.yelp.com/biz/local-fixture-coffee-bar-whittier,Local Fixture Coffee Bar,6728 Bright Ave ,90601,Whittier,CA,$$,(562) 945-2891,4.5,182,www.localfixture.com,,https://s3-media0.fl.yelpcdn.com/bphoto/uCA2Xbove2ihjwqF9AO_bg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/eE3md1msP6WWWGGfFlaGcA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/dQX-XAe2lBojqVkLdYHK0w/l.jpg,Coffee & Tea,Donuts,
https://www.yelp.com/biz/la-monarca-bakery-and-cafe-whittier,La Monarca Bakery & Cafe,6727 Greenleaf Ave ,90601,Whittier,CA,$,(562) 693-0208,4,490,www.lamonarcabakery.com,lamonarcabakery.com/pages/menu,https://s3-media0.fl.yelpcdn.com/bphoto/2okmcUFbiDXfLjhyG6gfAQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/rDuO-CnXjg6mREv1rz-Upg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/0zQjARXHhDax-hjnnde85w/l.jpg,Bakeries,Coffee & Tea,Breakfast & Brunch
https://www.yelp.com/biz/cachi-cafe-la-palma,Cachi Cafe,10 Centerpointe Dr Ste 3,90623,La Palma,CA,$,(714) 670-6900,4.5,422,www.cachicafe.com,,https://s3-media0.fl.yelpcdn.com/bphoto/z8YbFSqeW5gTCZAxiBoB_A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/vK3XCGDXiV8_sPjCi0cP2A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/nrV0VEq1AQ97OI9Dg5qbrg/l.jpg,Breakfast & Brunch,Coffee & Tea,Salad
https://www.yelp.com/biz/the-coffee-grove-villa-park,The Coffee Grove,17769 Santiago Blvd Ste C,92861,Villa Park,CA,$,(714) 974-2650,4.5,90,thecoffeegrove.com,,https://s3-media0.fl.yelpcdn.com/bphoto/NU4hgcaD1fvku6spC7bq8g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/2ltl-s__e0OleCy2GOTx8Q/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/FkMu7xIGlnnFIh9MWo4Xsw/l.jpg,Coffee & Tea,Cafes,Bagels
https://www.yelp.com/biz/8th-haus-cafe-anaheim-3,8th Haus Cafe,656 S Brookhurst St ,92804,Anaheim,CA,$$,(714) 774-8013,4.5,275,8thhaus.net,8thhaus.net/our-menus/,https://s3-media0.fl.yelpcdn.com/bphoto/QN5I710VVvz4fFWm3es4nw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/2OnTQwf9prtUReGr8o4PiA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/NI9MW-31LaO05eqHmRDVcw/l.jpg,Cafes,Breakfast & Brunch,
https://www.yelp.com/biz/nosy-neighbors-claremont-3,Nosy Neighbors,305 Harvard Ave N ,91711,Claremont,CA,$$,,4.5,87,nosyneighborscoffee.com,,https://s3-media0.fl.yelpcdn.com/bphoto/PDhfdOHIUH-j8gjwAOtkdQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/2mNA3thM9rhUcZuMo2S-jw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/2dAf9Lm5CagnRGn9AEAURQ/l.jpg,Donuts,Coffee & Tea,
https://www.yelp.com/biz/bf-bakery-and-cafe-chino-hills-2,BF Bakery & Cafe,2959 Chino Ave ,91709,Chino Hills,CA,,(909) 517-3288,4.5,4,,,https://s3-media0.fl.yelpcdn.com/bphoto/EGCnJ2GVvQDlGsLNyYThWg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/HRK82Gft_WDzO-VIODTjwg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/aBmKNX6Yg6i1csWGpZXydA/l.jpg,Bakeries,Coffee & Tea,
https://www.yelp.com/biz/civitas-coffee-la-mirada,Civitas Coffee,14218 Rosecrans Ave Unit 1/2,90638,La Mirada,CA,$,(562) 351-1165,4.5,242,www.civitascoffeeco.com,,https://s3-media0.fl.yelpcdn.com/bphoto/GkPw2xrratq7ANkiH1ebqg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/3GTeJtwD0hwfw5rMNjYkTQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/O4iNNku5b_lxMOWPHOJnmA/l.jpg,Coffee & Tea,Bakeries,Kombucha
https://www.yelp.com/biz/rosewood-cafe-anaheim,Rosewood Cafe,135 W Broadway ,92805,Anaheim,CA,,(714) 860-4768,5,7,rosewoodcutters.com,rosewoodcutters.com/menu/,https://s3-media0.fl.yelpcdn.com/bphoto/pyAR8QI5_TYWUVfHgyWsyQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/eNczM-GcKydrOyT9xQVvew/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/gbFpipOTySDdkwsFR2miqg/l.jpg,Coffee & Tea,Ice Cream & Frozen Yogurt,
https://www.yelp.com/biz/delicious-food-corner-diamond-bar-diamond-bar,Delicious Food Corner - Diamond Bar,20955 Golden Springs Dr ,91789,Diamond Bar,CA,$$,(909) 788-1238,3.5,217,deliciousfoodcorner.us,www.deliciousfoodcorner.us/sg/breakfast-menu,https://s3-media0.fl.yelpcdn.com/bphoto/a_gOSLXwt0diZ4gf18yVUA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/n3gxMyz71yhZSNvI3f_PlQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/0ROM2xpbjyrnd3qGPtKwXw/l.jpg,Hong Kong Style Cafe,Coffee & Tea,Breakfast & Brunch
https://www.yelp.com/biz/bark-coffee-whittier,Bark Coffee,13120 Philadephia St ,90601,Whittier,CA,$,(562) 632-1161,4.5,123,,,https://s3-media0.fl.yelpcdn.com/bphoto/3hrgmTe90B8CWiYHvzsAvg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/YhwJnblgyjMeP13yVUWkFA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/yn2u0Oh_CdNS0JVja7AQSg/l.jpg,Coffee & Tea,,
https://www.yelp.com/biz/sunright-tea-studio-fullerton-2,Sunright Tea Studio,207 E Orangethorpe Ave ,92832,Fullerton,CA,$$,(714) 519-3588,4.5,220,www.snrtea.com,www.snrtea.com/menu,https://s3-media0.fl.yelpcdn.com/bphoto/e6PXuWgGGnia1enpa5l4Zw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/DVpyrgf_dQ-DIzWAcDVNYw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/djpe5EP-nV7DdqJFzncCYA/l.jpg,Bubble Tea,Coffee & Tea,Juice Bars & Smoothies
https://www.yelp.com/biz/goomo-tea-shop-walnut,Goomo Tea Shop,1217 N Grand Ave ,91789,Walnut,CA,$$,(909) 595-0094,4.5,67,gootttla.com,,https://s3-media0.fl.yelpcdn.com/bphoto/WRWq5OxS4b1oliKhHJYETA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ivBoFxcy0tf-oZKAOVFZgg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/BVv9RbqKrCiu3-EHcg5ueQ/l.jpg,Bubble Tea,Desserts,Coffee & Tea
https://www.yelp.com/biz/smoking-tiger-coffee-and-bread-buena-park-2,Smoking Tiger Coffee & Bread,4600 Beach Blvd ,90621,Buena Park,CA,$,(657) 239-0651,4.5,341,smokingtiger.com,,https://s3-media0.fl.yelpcdn.com/bphoto/uuA5UCahjKNMG1n-ST97Ig/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/M8qZbqmlCf_QYenTCaCSvA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/QosKmGsziVHT6PBl5vqePg/l.jpg,Coffee & Tea,Bakeries,Breakfast & Brunch
https://www.yelp.com/biz/thank-you-coffee-anaheim-anaheim,Thank You Coffee Anaheim,255 N Anaheim Blvd Unit D,92805,Anaheim,CA,$$,,4.5,167,www.thankyoucoffee.com,www.thankyoucoffee.com/menu-1,https://s3-media0.fl.yelpcdn.com/bphoto/1tnSHcvc8axP6cROa9tyEA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/vit-apnR1Vf4_UieT9kX_A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/DDlBB8CljRRHskKymeTa1A/l.jpg,Coffee & Tea,,
